alert_key,probability
357307,0.0035061615
376329,0.00032414
373644,0.000372012
357668,0.0010351732
354443,0.0025237915
361128,0.015856616
364753,0.00010134261
365254,0.001321919
375177,0.001554787
360609,0.43565768
362463,0.0011085891
371048,0.003724474
368703,0.0037718
376496,0.003925634
369160,0.003972957
373250,0.004030032
357108,0.012050651
377450,0.004570662
377489,0.005026442
369183,0.005235683
375786,0.005385378
367385,0.005790364
359961,2.2470767e-05
372097,0.006369698
374437,0.006401459
372786,0.006596792
373652,0.007559706
368288,0.007959106
369001,0.008006123
357471,0.00034265406
373249,0.008834857
371557,0.008879561
363442,7.5001415e-05
367901,0.009127459
356228,0.002259858
366990,0.009135589
353518,0.0008109984
366992,0.009441363
366277,0.009880656
370571,0.009940367
355197,3.1591022e-05
370278,0.010197381
376567,0.010612582
368268,0.010716221
368570,0.010855993
371768,0.011395877
369612,0.011830347
353241,0.13634676
364675,9.3118666e-05
358723,0.0005108334
354007,0.006777681
376117,0.014458386
367018,0.01501238
370240,0.015028798
355816,0.00036539923
360063,0.0016178911
367684,0.015612938
354047,0.05162677
359605,0.05386219
358227,0.0008687815
366963,0.016728919
355808,0.13156128
367535,0.018295994
362125,0.12441148
356795,0.0094091175
364626,0.01603579
371637,0.019504806
361856,0.2602715
369164,0.02014221
362723,0.21658072
356790,0.002876932
372305,0.020667545
365739,0.020699391
370233,0.020822156
371793,0.020948872
356638,0.022499057
358254,0.0004582373
355751,0.0026952007
358216,0.02025857
367366,0.021555178
363261,0.00031038938
378018,0.021795172
359854,0.11751616
355188,0.00047753923
360842,0.0008687815
354853,0.0005827625
357485,0.0015353712
376503,0.023545181
371279,0.024731431
358458,0.2602715
360264,0.0040203105
353868,0.001103691
363136,0.01603579
361003,0.15835932
373477,0.027337354
376103,0.027387422
364190,3.5511523e-05
374318,0.027579537
356306,0.00440456
360401,0.0029199242
354820,0.08152038
365325,0.028496917
367417,0.029011484
358172,8.512176e-05
353872,0.2022374
368580,0.029521743
366708,0.029583605
365595,0.030003257
359647,0.0350129
372343,0.030424574
360589,0.26807743
372795,0.030808095
371639,0.031022875
364695,0.030645544
370248,0.031223873
369444,0.031312298
355181,0.04447674
367216,0.03199149
375775,0.032035504
378068,0.032059852
358331,0.01377913
356245,0.0012697037
367533,0.032284223
374525,0.032570302
367893,0.033145636
376644,0.033315513
361282,0.10655536
376785,0.03374771
361270,0.00022374743
376080,0.03429141
368682,0.034779944
369990,0.0349497
355775,0.0032465975
359483,9.3118666e-05
364253,0.01377913
375891,0.035530318
363763,0.00047753923
377761,0.036565557
363459,4.836026e-05
376304,0.036748115
374936,0.03731236
365467,0.037457336
366252,0.03778036
361314,0.003173268
372124,0.038220853
355384,0.04646179
361166,0.002959958
357448,0.27568984
376098,0.04011275
357069,0.028421223
366687,0.04061584
374428,0.040738184
368724,0.04099415
367897,0.041180998
365876,0.04126582
378410,0.04144796
353835,0.0016086624
354842,0.0021722906
352876,0.0038406297
364678,0.07450802
376490,0.04354938
367421,0.043559883
363916,1.34113525e-05
372347,0.0447648
356951,4.836026e-05
368577,0.0453743
356045,0.00047753923
371280,0.04555574
360011,0.0018170772
371626,0.04564972
354261,0.00015788803
360409,0.0094091175
357498,0.040634472
376073,0.046618443
375311,0.046857
359775,0.00022665209
353861,0.316984
362890,0.15138717
366823,0.04776004
357507,0.0065027787
357221,0.05525146
366696,0.04845185
359648,0.005688725
357871,0.0004919265
366624,0.049753886
357671,1.6330792e-05
364686,1.9991263e-05
375306,0.050212514
377933,0.05058435
355411,0.08116602
354673,0.060745995
368901,0.05156908
373256,0.05242631
370153,0.0525211
371749,0.052567545
353860,0.024940051
370243,0.05267983
356784,0.00019210896
357509,0.13156128
364640,0.0018001187
369808,0.053680886
354049,0.00019210896
361566,0.0005108334
369145,0.054632418
368524,0.05494328
354246,1.418813e-05
367543,0.055378567
375035,0.05545563
367691,0.05546729
367217,0.05547074
363771,0.012050651
359340,0.00061796233
370161,0.056338873
365578,0.056457028
353385,0.03492689
358046,0.000109971224
374575,0.057253458
367418,0.057332605
372812,0.05771978
374463,0.05799436
357882,0.0010067242
358808,0.00092001725
357222,0.011074191
365617,0.058876902
378407,0.058974672
360566,0.015856616
363102,0.00018745518
373444,0.059641793
369593,0.060129162
364319,0.13156128
353888,0.0005827625
369464,0.060959715
357324,0.00078517944
363320,0.0026877439
362725,0.036377136
372794,0.061936114
377432,0.06204422
371421,0.062414948
375460,0.06262585
374577,0.062745415
374600,0.06282582
353200,0.0053337812
377808,0.0631284
357128,0.43565768
369186,0.063356474
357297,0.000980828
370276,0.06360522
360576,6.659004e-05
365579,0.06382601
370256,0.064432055
365349,0.06452923
369617,0.064546786
367888,0.06473991
370918,0.06507957
372959,0.065081574
365750,0.065176286
360553,4.3331147e-05
360596,3.1591022e-05
355202,0.00025260088
360387,0.00025113125
364293,0.00027068064
354595,0.00026007285
366062,0.06701534
373254,0.06704276
361133,0.006055082
361136,0.0010081745
374929,0.06784503
373237,0.06812026
358178,0.006055082
376890,0.068410195
354663,1.34113525e-05
377801,0.069032855
367574,0.06923802
355155,0.028366001
355378,0.00010567254
357488,0.0016178911
363863,0.0018001187
363284,0.060745995
367422,0.072403714
363886,0.19505112
375931,0.07315408
364165,0.012585169
367170,0.073753946
357661,0.00016025064
364302,0.29143012
374464,0.07433751
363478,0.0006534415
363289,6.987397e-05
361848,0.00096182025
356418,3.1591022e-05
373804,0.075810775
357287,0.0046801143
357322,0.031549882
362586,0.013913306
377954,0.07763103
367370,0.07818028
369395,0.07844815
375995,0.07902786
372636,0.07906184
355196,0.13156128
355397,0.018971877
364734,0.0019888983
354211,0.00026007285
374429,0.07956214
368544,0.07959847
369619,0.079705305
369455,0.08000591
378106,0.0810968
366077,0.08116953
356395,0.0012178005
368742,0.08156618
367726,0.08186283
362735,0.0046288306
364316,0.0067852098
369816,0.08318741
358569,0.0011746198
373405,0.08342151
370724,0.08401015
358040,0.005297488
354417,4.2983746e-05
355801,0.040634472
372901,0.08591786
373383,0.08620297
371622,0.08773255
365771,0.08775415
377454,0.08875233
377351,0.08889052
357064,0.008800954
361456,0.00078517944
372803,0.08947434
362823,0.0009155575
357905,0.0005827625
369344,0.08969803
365908,0.089698434
369945,0.08973493
364201,0.0005827625
377798,0.09000987
373805,0.09026315
373825,0.09140481
368990,0.09167024
356789,0.00047548208
360833,0.004916789
377610,0.092420004
376640,0.09242924
376215,0.09270967
352651,1.9178528e-05
360254,0.00044204103
375567,0.09327721
352558,1.0747267e-05
362226,0.00470856
378082,0.09409146
360572,0.00053794996
369323,0.094582535
373235,0.09462335
375292,0.094651386
368098,0.09468092
361576,0.0007628789
366676,0.09491423
365251,0.09560516
356214,0.0016086624
375409,0.096135065
356017,0.0001077893
365326,0.096364506
361431,0.0010180698
354607,0.010228655
377604,0.0967374
366516,0.09680235
354642,0.00033318665
366717,0.097704545
370834,0.097713895
362131,0.00021073551
366707,0.098529175
352249,0.0018001187
378404,0.09941672
356612,0.000980828
354928,0.00048748034
367398,0.100402996
371289,0.10083121
371058,0.101024404
372843,0.101469114
375901,0.10211581
365618,0.102405205
359371,0.011367618
368745,0.10305194
374116,0.1031406
358199,0.00016025064
367552,0.1038021
356588,0.0036926512
355090,0.03634442
355418,0.031549882
361617,0.1106755
370551,0.10437465
368414,0.104392506
367389,0.10443925
366859,0.10456869
362147,0.024940051
367410,0.10517104
366598,0.105205454
361008,0.0077820863
366121,0.10538789
361706,0.003788845
371969,0.106278606
358482,0.0041940906
372702,0.10783801
355558,0.036377136
355762,0.013309596
374098,0.10886847
367003,0.10892071
369187,0.10946544
354448,0.023685208
375315,0.11011693
354218,0.0094235465
370380,0.110200115
370266,0.11020914
367518,0.11049874
359732,0.00061796233
369472,0.110845864
366125,0.11091416
371405,0.1111557
358443,0.01352735
372540,0.11152643
376216,0.11159539
370733,0.1116494
357849,6.0349605e-05
354780,0.11329054
366082,0.11221204
353172,5.4433276e-05
354054,0.008454396
369299,0.11272259
376235,0.11297122
366666,0.1132526
368422,0.11355333
358464,0.008598617
360604,0.003386864
372678,0.11439978
371773,0.11452964
356216,0.0068099597
366821,0.11523895
355753,0.0025364934
376919,0.11583484
355204,0.003953054
361822,0.06343184
357259,0.00024271439
369177,0.116772436
356410,9.3118666e-05
352343,0.002314723
353878,0.0007904533
360232,0.24147207
364977,0.00042746737
360079,0.003953054
373121,0.11849987
355179,0.03526806
366104,0.118845865
376684,0.11898405
356316,2.2470767e-05
360034,0.004802263
359639,0.013628744
369876,0.11971872
354245,0.00033318665
377775,0.12014669
377464,0.120158166
377202,0.12051272
364038,0.03437244
364184,4.836026e-05
372130,0.12147776
354177,0.011074191
370913,0.122025944
364278,0.0016954221
374328,0.12273051
368043,0.122784145
378102,0.124209516
354831,0.001191318
370005,0.1254438
377196,0.12552056
364169,0.16679876
371926,0.12571274
365262,0.12624297
362298,1.328192e-05
370220,0.12639897
358472,0.003953054
363746,0.007014621
373238,0.12781581
363909,0.0017232528
376811,0.12787485
373654,0.12808836
361711,0.036377136
358248,0.002415813
356949,0.014452206
371801,0.12840904
357715,0.0038942604
365320,0.12862419
376995,0.12877062
357866,7.5001415e-05
364318,0.00023727803
370886,0.12944737
370899,0.1295085
376986,0.12964457
368560,0.12987798
373813,0.13101555
354603,0.0094235465
358850,0.0094091175
369968,0.13155788
371300,0.13173513
373950,0.13175292
372907,0.13180225
371825,0.13202775
370142,0.13240312
359377,0.12067428
372558,0.13312261
358036,0.0005347583
366094,0.13380638
355909,0.00028633274
370582,0.13422032
374554,0.1342645
361690,9.135491e-06
377037,0.13467984
357478,0.020035384
364454,0.053287383
376349,0.13534713
356742,0.00048748034
365247,0.13563165
353549,0.0051212623
354260,0.018901184
358593,0.003108227
374434,0.13660197
376668,0.13687293
354661,0.0007389784
375618,0.13729508
364191,0.00440456
363143,0.00055768416
363472,0.0021722906
364717,0.22804008
360998,0.0006728057
360820,0.0008095858
369325,0.13868833
378049,0.13888441
356966,0.04933881
371286,0.13951908
356624,0.08116602
372962,0.14066745
368998,0.14101586
364667,0.0007904533
377467,0.1418014
371601,0.14182629
358250,2.0109337e-05
364735,0.15835932
367178,0.14266902
371407,0.14291516
363569,0.00048748034
375437,0.14307281
361552,0.24452376
371299,0.14397165
367355,0.14401457
355822,0.044589683
359131,0.08356503
354609,0.0037793936
368993,0.1449883
368051,0.14585216
358252,0.08152038
370560,0.14601573
353236,0.0021722906
358946,0.005558279
368083,0.14628178
378380,0.1463945
365186,0.14641191
369126,0.14665715
372357,0.14687504
358834,0.002347935
375474,0.14737695
374452,0.14833412
376901,0.14854664
356246,0.014452206
358273,0.0021722906
366697,0.14962399
366881,0.14975317
367731,0.14991233
365166,0.15012412
362225,0.02039605
358455,9.3118666e-05
377952,0.15069228
359642,0.00047753923
369991,0.15126424
359656,0.02039605
360652,0.001191318
367341,0.15161003
358993,0.036996774
376781,0.15191841
361839,0.0012226577
352487,0.0027665524
360225,0.0009216729
369594,0.15279433
363767,0.13156128
366649,0.15303805
367549,0.15344942
352858,7.5001415e-05
365310,0.15360418
357848,0.0009606316
373253,0.15375507
367513,0.15465528
363788,0.0019888983
369462,0.15475495
371786,0.15482418
370212,0.15493144
355791,0.0039684246
367713,0.15543082
366126,0.1556566
360081,0.0012441961
364186,5.7794165e-05
355388,0.0350129
361298,0.0008045761
