alert_key,probability
357307,0.0034910182
376329,0.00032414
373644,0.000372012
357668,0.0023602434
354443,0.0039384402
361128,0.014790042
364753,7.6145014e-05
365254,0.001321919
375177,0.001554787
360609,0.16151875
362463,0.00038514333
371048,0.003724474
368703,0.0037718
376496,0.003925634
369160,0.003972957
373250,0.004030032
357108,0.009780121
377450,0.004570662
377489,0.005026442
369183,0.005235683
375786,0.005385378
367385,0.005790364
359961,2.6649921e-05
372097,0.006369698
374437,0.006401459
372786,0.006596792
373652,0.007559706
368288,0.007959106
369001,0.008006123
357471,0.0008170316
373249,0.008834857
371557,0.008879561
363442,3.921452e-05
367901,0.009127459
356228,0.0019341819
366990,0.009135589
353518,0.0010143458
366992,0.009441363
366277,0.009880656
370571,0.009940367
355197,5.1764935e-05
370278,0.010197381
376567,0.010612582
368268,0.010716221
368570,0.010855993
371768,0.011395877
369612,0.011830347
353241,0.13894255
364675,2.9052975e-05
358723,0.0027624457
354007,0.0039556646
376117,0.014458386
367018,0.01501238
370240,0.015028798
355816,0.00046433165
360063,0.0034381987
367684,0.015612938
354047,0.0051741726
359605,0.016335193
358227,0.00028569682
366963,0.016728919
355808,0.35383824
367535,0.018295994
362125,0.06010514
356795,0.023744775
364626,0.0054627373
371637,0.019504806
361856,0.23482725
369164,0.02014221
362723,0.06787398
356790,0.0054959143
372305,0.020667545
365739,0.020699391
370233,0.020822156
371793,0.020948872
356638,0.037470106
358254,0.0009490069
355751,0.0054007266
358216,0.007059689
367366,0.021555178
363261,0.00038174345
378018,0.021795172
359854,0.016418457
355188,0.0003687109
360842,0.00028569682
354853,0.0008120219
357485,0.0012448137
376503,0.023545181
371279,0.024731431
358458,0.23482725
360264,0.01009385
353868,0.0013498777
363136,0.0054627373
361003,0.030487271
373477,0.027337354
376103,0.027387422
364190,4.002035e-05
374318,0.027579537
356306,0.0024336225
360401,0.0018606571
354820,0.04152046
365325,0.028496917
367417,0.029011484
358172,0.00014121355
353872,0.25092268
368580,0.029521743
366708,0.029583605
365595,0.030003257
359647,0.013064285
372343,0.030424574
360589,0.3148356
372795,0.030808095
371639,0.031022875
364695,0.032379713
370248,0.031223873
369444,0.031312298
355181,0.1620778
367216,0.03199149
375775,0.032035504
378068,0.032059852
358331,0.041798245
356245,0.001151109
367533,0.032284223
374525,0.032570302
367893,0.033145636
376644,0.033315513
361282,0.054049194
376785,0.03374771
361270,3.5631947e-05
376080,0.03429141
368682,0.034779944
369990,0.0349497
355775,0.0012701288
359483,2.9052975e-05
364253,0.041798245
375891,0.035530318
363763,0.0003687109
377761,0.036565557
363459,0.00015617747
376304,0.036748115
374936,0.03731236
365467,0.037457336
366252,0.03778036
361314,0.0054767104
372124,0.038220853
355384,0.021111254
361166,0.004037752
357448,0.225065
376098,0.04011275
357069,0.014545159
366687,0.04061584
374428,0.040738184
368724,0.04099415
367897,0.041180998
365876,0.04126582
378410,0.04144796
353835,0.012572163
354842,0.0017291773
352876,0.009030886
364678,0.100004464
376490,0.04354938
367421,0.043559883
363916,2.7100452e-05
372347,0.0447648
356951,0.00015617747
368577,0.0453743
356045,0.0003687109
371280,0.04555574
360011,0.0014472413
371626,0.04564972
354261,0.00011049795
360409,0.023744775
357498,0.044233423
376073,0.046618443
375311,0.046857
359775,0.00061934884
353861,0.31310797
362890,0.021919595
366823,0.04776004
357507,0.011233077
357221,0.012415363
366696,0.04845185
359648,0.00926112
357871,0.0010000936
366624,0.049753886
357671,8.136818e-05
364686,1.2735702e-05
375306,0.050212514
377933,0.05058435
355411,0.16307956
354673,0.17943537
368901,0.05156908
373256,0.05242631
370153,0.0525211
371749,0.052567545
353860,0.010851478
370243,0.05267983
356784,8.367115e-05
357509,0.35383824
364640,0.0007819527
369808,0.053680886
354049,8.367115e-05
361566,0.0027624457
369145,0.054632418
368524,0.05494328
354246,1.7169225e-05
367543,0.055378567
375035,0.05545563
367691,0.05546729
367217,0.05547074
363771,0.009780121
359340,0.00012990418
370161,0.056338873
365578,0.056457028
353385,0.0016320607
358046,9.9867255e-05
374575,0.057253458
367418,0.057332605
372812,0.05771978
374463,0.05799436
357882,0.00022670742
358808,0.00096749194
357222,0.012030549
365617,0.058876902
378407,0.058974672
360566,0.014790042
363102,0.000120437915
373444,0.059641793
369593,0.060129162
364319,0.35383824
353888,0.0008120219
369464,0.060959715
357324,0.0015468171
363320,0.0030191978
362725,0.18893032
372794,0.061936114
377432,0.06204422
371421,0.062414948
375460,0.06262585
374577,0.062745415
374600,0.06282582
353200,0.0014491583
377808,0.0631284
357128,0.16151875
369186,0.063356474
357297,0.0073698955
370276,0.06360522
360576,2.5748557e-05
365579,0.06382601
370256,0.064432055
365349,0.06452923
369617,0.064546786
367888,0.06473991
370918,0.06507957
372959,0.065081574
365750,0.065176286
360553,6.379835e-05
360596,5.1764935e-05
355202,9.177677e-05
360387,0.00015558544
364293,0.00035721506
354595,6.337975e-05
366062,0.06701534
373254,0.06704276
361133,0.006658556
361136,0.0012671539
374929,0.06784503
373237,0.06812026
358178,0.006658556
376890,0.068410195
354663,2.7100452e-05
377801,0.069032855
367574,0.06923802
355155,0.0162481
355378,4.9636135e-05
357488,0.0034381987
363863,0.0007819527
363284,0.17943537
367422,0.072403714
363886,0.2916974
375931,0.07315408
364165,0.002376511
367170,0.073753946
357661,0.0001546026
364302,0.21950802
374464,0.07433751
363478,0.0011583412
363289,7.10656e-05
361848,0.00024927317
356418,5.1764935e-05
373804,0.075810775
357287,0.0017282934
357322,0.0058926465
362586,0.011158284
377954,0.07763103
367370,0.07818028
369395,0.07844815
375995,0.07902786
372636,0.07906184
355196,0.35383824
355397,0.00028252174
364734,0.0018340086
354211,6.337975e-05
374429,0.07956214
368544,0.07959847
369619,0.079705305
369455,0.08000591
378106,0.0810968
366077,0.08116953
356395,0.0006087509
368742,0.08156618
367726,0.08186283
362735,0.010234173
364316,0.002012693
369816,0.08318741
358569,0.00034697977
373405,0.08342151
370724,0.08401015
358040,0.002311434
354417,4.8670146e-05
355801,0.044233423
